FID,id,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,driftsbydel,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,puma_geoobjektid,toemningsmetode,toemningsansvarlig,toemningsansvarlig_navn,driftsansvarlig,toemningsfrekvens_lavsaeson,toemningsfrekvens_hoejsaeson,type,har_sensor,kommentar,oprettet,pantholder,wkb_geometry
affaldskurve_puma.1140,1140,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,323db394-498f-402a-b341-4b5f8abd4f02,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2020-06-18T08:04:09.883,FALSE,MULTIPOINT ((12.541310217458845 55.69803397775517))
affaldskurve_puma.1141,1141,IDrift,Ryvangen Naturpark,Ryvangen Naturpark,2950,Ryvan_Ryvan_2950,Østerbro,Gader og pladser,Øvrig gade,Kvarteret ved Strandvejen,,12.2.1 Andre Typer,11771ea8-0d3b-47d6-843f-0722ab03ad32,e2a1a769-3c8d-4d67-8b27-293cbd0703a8,Manuel,,,,,,Askebæger,FALSE,,2022-09-28T05:05:00.432,FALSE,MULTIPOINT ((12.563495516057325 55.721980184178676))
affaldskurve_puma.1142,1142,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,f51f3f9a-bf6c-4a54-a706-3d20a6c9b418,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2020-06-22T10:52:51.569,FALSE,MULTIPOINT ((12.542850305435374 55.696578719012095))
affaldskurve_puma.1143,1143,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,9c13e39d-477a-482e-870a-31115e886d6a,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2021-03-18T09:24:13.511,FALSE,MULTIPOINT ((12.542763796951853 55.695736387704706))
affaldskurve_puma.1144,1144,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,d52800fb-e8d1-4bc0-8c9e-f7b1a7567bd7,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,FALSE,,2020-08-19T06:57:23.962,FALSE,MULTIPOINT ((12.54157045784144 55.69486666167685))
affaldskurve_puma.1147,1147,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,5f0b70f1-68e4-4d07-9237-fa47688fd9b2,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2020-06-22T10:55:49.741,FALSE,MULTIPOINT ((12.541577312169306 55.6965653882449))
affaldskurve_puma.1149,1149,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,ef5c8e77-85ed-4b13-afa1-53699fb337df,Maskinel,,,,,,Pizzakurv,FALSE,,2024-08-28T12:29:29.126,FALSE,MULTIPOINT ((12.542864578516674 55.69692182255021))
affaldskurve_puma.1151,1151,IDrift,Nørrebroparken,Nørrebroparken,475,Nørre_Nørre_475,Nørrebro,Parker,Klassisk park,Nørrebroparken,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,91a7e3b3-dea8-4bc3-bd24-3c77e181a04b,Maskinel,,,,,,Tårnkurv 140L (2020),FALSE,,2023-08-25T10:03:13.541,FALSE,MULTIPOINT ((12.541482851664803 55.69567216657021))
affaldskurve_puma.1154,1154,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Gade med grønt,Kvarteret ved Blågårds Plads,,12.2.1 Andre Typer,11771ea8-0d3b-47d6-843f-0722ab03ad32,cef348bc-4989-42ae-8b79-4ab02b7592a9,Manuel,,,,,,Askebæger,FALSE,,2024-08-29T08:23:57.753,FALSE,MULTIPOINT ((12.542684485196938 55.68811433745484))
affaldskurve_puma.1156,1156,IDrift,Hans Tavsens Park,LegepladsVestHansTavsensParken,1190,HansT_Legep_1190,Nørrebro,Parker,Lege- og aktivitetsområde,Hans Tavsens Park,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,3391496f-e111-43cd-b6f2-e79afaefdd3a,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Tremmekurv,FALSE,,2018-08-27T14:02:55.102,FALSE,MULTIPOINT ((12.545813538954667 55.689848204478174))
affaldskurve_puma.1157,1157,IDrift,Hans Tavsens Park,HansTavsenParken,202,Hans _HansT_202,Nørrebro,Parker,Klassisk park,Hans Tavsens Park,,12.2.12 Container,35427b70-1c1d-4f3c-8907-927ca9c3828e,282a8fc2-d101-4b3f-b2e6-55a9e75bf643,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),"660L Container, grøn",FALSE,660L G,2019-11-08T06:49:12.112,FALSE,MULTIPOINT ((12.547705135123437 55.689518854972654))
affaldskurve_puma.1158,1158,IDrift,Vigerslevparken,Vigerslevparken,2250,Viger_Viger_2250,Valby,Parker,Klassisk park,Vigerslevparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,e470f8a1-51af-4dd6-b159-0dc2c37b1306,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:01:14.84,FALSE,MULTIPOINT ((12.500508585027818 55.64216407265568))
affaldskurve_puma.1159,1159,IDrift,Bydækkende drift,,,,Brønshøj-Husum (udl.),Gader og pladser,Gade med grønt,Frederikssundsvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,826d19f9-deaa-47b9-b553-bad3ed761e0e,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2024-07-11T07:24:32.6,TRUE,MULTIPOINT ((12.4908727736912 55.70586062992066))
affaldskurve_puma.1161,1161,IDrift,Bydækkende drift,,,,Nørrebro,,,,,12.2.1 Andre Typer,dc95735a-a26e-45d8-a0d1-9e9f976f4655,02d0c9df-992d-455a-b46f-a3a757f307fa,Manuel,,,,,,Ukendt,FALSE,Ukendt,2025-03-25T08:43:32.803,FALSE,MULTIPOINT ((12.552983263520511 55.687294353467834))
affaldskurve_puma.1162,1162,IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Småarealer,Rekreativt småareal,Odinsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,987db5d4-59a5-4d01-9ffd-131ba39eda5d,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:42.102,TRUE,MULTIPOINT ((12.551070177947647 55.6967990258073))
affaldskurve_puma.1163,1163,IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Småarealer,Rekreativt småareal,Odinsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,8747ee96-b8fb-4bbc-983a-73cec018c0ea,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:42.053,FALSE,MULTIPOINT ((12.551083731508609 55.69667625984991))
affaldskurve_puma.1165,1165,IDrift,Bydækkende drift,,,,Nørrebro,Parker,Klassisk park,Folkets Park,,12.2.12 Container,35427b70-1c1d-4f3c-8907-927ca9c3828e,a00ca173-8baf-418a-9859-5028c70d2f34,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),"660L Container, grøn",FALSE,660L G,2021-06-03T07:38:50.045,FALSE,MULTIPOINT ((12.554448658345692 55.687951899777175))
affaldskurve_puma.1166,1166,IDrift,Bydækkende drift,,,,Nørrebro,Parker,Klassisk park,Folkets Park,,12.2.12 Container,35427b70-1c1d-4f3c-8907-927ca9c3828e,8709634c-77b0-4578-8eb9-117360334dd9,Maskinel,,,,,,"660L Container, grøn",FALSE,660L G,2024-08-16T08:40:00.997,FALSE,MULTIPOINT ((12.554976179975569 55.687749017021744))
affaldskurve_puma.1167,1167,IDrift,Bydækkende drift,,,,Nørrebro,Parker,Klassisk park,Folkets Park,,12.2.12 Container,35427b70-1c1d-4f3c-8907-927ca9c3828e,5412e341-be29-4762-9f2d-8695ad885d7c,Maskinel,,,,,,"660L Container, grøn",FALSE,660L G,2024-08-16T08:46:40.144,FALSE,MULTIPOINT ((12.554226386590933 55.68772133892114))
affaldskurve_puma.1169,1169,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Grøn plads,Vester Voldgade,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,29103452-a9a6-42a3-9c79-db161ca8daa5,Maskinel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2021-11-04T09:25:25.782,FALSE,MULTIPOINT ((12.569378080110841 55.6763888924464))
affaldskurve_puma.1170,1170,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Grøn plads,Vester Voldgade,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,65999312-9a29-4a5d-871e-0d9e86ea7bad,Maskinel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),D (2 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2020-10-01T07:58:21.882,FALSE,MULTIPOINT ((12.569496263971336 55.6763957394115))
affaldskurve_puma.1171,1171,IDrift,Bydækkende drift,,,,Østerbro,Gader og pladser,Gade med grønt,Nørre Allé,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,da7dcb27-67a1-412c-b04c-35a5420f285a,Manuel,,,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2022-07-08T10:36:57.522,TRUE,MULTIPOINT ((12.562061248048058 55.6996276028749))
affaldskurve_puma.1172,1172,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Gade med grønt,Nørre Allé,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,57071056-8d59-41f5-89cd-490f8d8a3850,Manuel,,,,,,Københavnerkurven,FALSE,,2022-07-08T10:40:38.851,TRUE,MULTIPOINT ((12.561984189726171 55.70015008095181))
affaldskurve_puma.1173,1173,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Nørrebro,Parker,Klassisk park,Peblinge Dossering,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,99401817-bcfb-4d40-b79c-0fda3ae7b6da,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:57.949,FALSE,MULTIPOINT ((12.559286533232065 55.683843063168766))
affaldskurve_puma.1174,1174,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig plads,Regnbuepladsen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,20382d56-ded7-409a-a0f6-d8e19a7381b2,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:42.775,TRUE,MULTIPOINT ((12.571072659324706 55.67556088039191))
affaldskurve_puma.1175,1175,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4a7962c9-82c7-466c-9157-6554a88734f4,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:57:47.649,TRUE,MULTIPOINT ((12.567177066888833 55.6879447487833))
affaldskurve_puma.1176,1176,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,9cc1789e-95b4-43f8-ba20-2238e217318d,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:57.936,TRUE,MULTIPOINT ((12.565866807800449 55.68696622486307))
affaldskurve_puma.1177,1177,IDrift,Småparker Indre By_Christianshavn,Israels Plads,1871,Småpa_Israe_1871,Indre By,Gader og pladser,Grøn plads,Israels Plads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,52a3c33e-09a6-4097-a947-c00ca9cff0dd,Maskinel,,,,,,Pizzakurv 2020,FALSE,,2023-08-25T10:27:51.75,FALSE,MULTIPOINT ((12.567697564698548 55.68256662709987))
affaldskurve_puma.1178,1178,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,6a450e39-454a-4d64-8e52-65927d688220,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:32.962,TRUE,MULTIPOINT ((12.567485671603727 55.688175567451665))
affaldskurve_puma.1179,1179,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Gade med grønt,Sundholmsvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4b8e87c5-d046-4cd0-bdd4-ba6f6d8c31b3,Manuel,,,,,,Københavnerkurven,FALSE,,2025-03-26T06:22:33.704,FALSE,MULTIPOINT ((12.597590846072613 55.66137231874972))
affaldskurve_puma.1181,1181,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Enghave Brygge Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,0aaebbe6-6070-4649-b1c7-6dc159bc924a,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-08T12:39:24.974,FALSE,MULTIPOINT ((12.556207774743978 55.653729695788705))
affaldskurve_puma.1182,1182,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Enghave Brygge Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,fa73652f-99c7-45a8-af7b-6279d2b81aae,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-08T12:47:47.373,FALSE,MULTIPOINT ((12.556252359123594 55.65391891519211))
affaldskurve_puma.1183,1183,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Enghave Brygge Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,1b9ba76c-0b12-48ad-a9c4-8b668d560c33,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-08T12:50:06.484,FALSE,MULTIPOINT ((12.556510250113163 55.65403869617293))
affaldskurve_puma.1184,1184,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Enghave Brygge Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,aa8bd5f5-8d87-465f-a864-b0cb6a73c3ad,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-08T12:52:23.172,FALSE,MULTIPOINT ((12.5567763378112 55.654288329454445))
affaldskurve_puma.1185,1185,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Enghave Brygge Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,edc34a22-f55d-44e3-9756-7f733041f176,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-08T12:54:39.987,FALSE,MULTIPOINT ((12.557431373293136 55.65480790020469))
affaldskurve_puma.1186,1186,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,1889c3f3-38ba-4210-8581-f5141d14b6d8,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:43:28.945,FALSE,MULTIPOINT ((12.558587542828635 55.66149827890147))
affaldskurve_puma.1187,1187,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,652102ed-c813-4ef6-914b-f9c4a7b68a76,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:33:36.464,FALSE,MULTIPOINT ((12.558907651643835 55.66152064482079))
affaldskurve_puma.1188,1188,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,df069598-4f50-47b2-855d-885ec63fcf9c,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv,FALSE,,2025-01-13T09:30:00.101,FALSE,MULTIPOINT ((12.558836684734656 55.66129308263568))
affaldskurve_puma.1189,1189,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,4bb857f4-c429-46df-807e-712b4028896c,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:41:40.215,FALSE,MULTIPOINT ((12.559141037668454 55.661292393385985))
affaldskurve_puma.1190,1190,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,471f497b-e881-4966-ab88-b750073838f4,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:25:42.646,FALSE,MULTIPOINT ((12.559118364636035 55.66116102883246))
affaldskurve_puma.1191,1191,IDrift,Småparker Valby,Løkkebovej,168,Småpa_Løkke_168,Valby,Småarealer,Rekreativt småareal,Lykkebovej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,27e67b71-6d61-44f9-babe-f679fb877774,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:58:12.677,FALSE,MULTIPOINT ((12.487308814102676 55.658435166878185))
affaldskurve_puma.1192,1192,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,c74b6868-d9fb-4236-bd20-4ed3727e9db6,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:39:45,FALSE,MULTIPOINT ((12.55930126161911 55.661043104361184))
affaldskurve_puma.1193,1193,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Havneholmen Metroforplads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,81d08911-ed52-4f2d-81c3-825328bfe1f2,Maskinel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,FALSE,,2025-01-13T09:38:19.31,FALSE,MULTIPOINT ((12.55952834948955 55.66093591800314))
affaldskurve_puma.1194,1194,IDrift,Vigerslevparken,Vigerslevparken,2250,Viger_Viger_2250,Valby,Parker,Klassisk park,Vigerslevparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4d70d3d8-a2da-4113-a402-00740e94ba93,Manuel,KFF,KFF,,,,Københavnerkurven,FALSE,,2018-08-27T13:58:07.284,FALSE,MULTIPOINT ((12.49432250676066 55.6453290582051))
affaldskurve_puma.1198,1198,IDrift,Bispeparken,BispebjergPark_Orb,213,Bispe_Bispe_213,Bispebjerg,Parker,Klassisk park,Bispeparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,01f7a729-fa79-4250-9667-f78a960dfe24,Manuel,TMF (grøn),,Grøn renhold,,,Københavnerkurven,FALSE,,2025-03-28T10:40:20.934,FALSE,MULTIPOINT ((12.53374379130461 55.71107966047787))
affaldskurve_puma.1199,1199,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0fa9d8f6-3bc8-4317-9b76-1356506deacc,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:00:36.015,TRUE,MULTIPOINT ((12.569989958301777 55.68992051081209))
affaldskurve_puma.1200,1200,IDrift,Amorparken_Fredens Park,Amorparken,280,Amorp_Amorp_280,Østerbro,Parker,Klassisk park,Amorparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,712f9ac9-177b-41bf-84ff-3d41007213d8,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:06.92,TRUE,MULTIPOINT ((12.566360365084654 55.69404110473668))
affaldskurve_puma.1201,1201,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,6c2dadcf-0fee-49a4-88c1-aae04827a979,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:35.602,TRUE,MULTIPOINT ((12.576545762315778 55.676492427632866))
affaldskurve_puma.1202,1202,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,1b346957-2aa9-43b8-b581-4c55e87b26f5,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:01:23.918,TRUE,MULTIPOINT ((12.572989784262672 55.69183574257344))
affaldskurve_puma.1206,1206,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,d7dd55ee-3b40-41a8-837f-33b454034180,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:00:15.637,FALSE,MULTIPOINT ((12.576913805585884 55.67870407364087))
affaldskurve_puma.1207,1207,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig plads,Amager Torv,,12.2.5 Maxikurv,5752b012-b2f2-44e9-8f78-8380cae08c06,48fb843f-2cd0-4ee0-8f19-f283c0ce1529,Maskinel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Maxikurv,TRUE,,2018-08-27T14:00:50.422,FALSE,MULTIPOINT ((12.579326910510524 55.678799059475004))
affaldskurve_puma.1209,1209,IDrift,Bydækkende drift,,,,Vanløse,Gader og pladser,Øvrig gade,Gade i Vanløse,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,f97af7d6-6e32-446f-92a9-ead3cd622690,Manuel,TMF,TMF,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:17.161,TRUE,MULTIPOINT ((12.476848119141216 55.69097578920527))
affaldskurve_puma.1210,1210,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,dfec0e71-eab9-4b4a-a0e7-5658938ac95f,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:00:52.938,TRUE,MULTIPOINT ((12.577087048229417 55.6787024128008))
affaldskurve_puma.1211,1211,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Gade med grønt,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0fc25c4a-517e-407f-a769-ebba2348eb60,Manuel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),B (4 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:22.147,FALSE,MULTIPOINT ((12.588846952404836 55.67804906915445))
